Symbol,Company,Market,Industry,Sector,Auditor,Auditor_Original,Audit_fee,Audit_fee(Sub),Other_fee,Other_fee(Sub),Totat_audit_fee,Totat_other_fee,รวมสินทรัพย์,รายได้จากการดำเนินงาน
DIF,กองทุนรวมโครงสร้างพื้นฐานโทรคมนาคม ดิจิทัล,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพรซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"1,995,000.00",,,,"1,995,000.00",,,
DIMET,บริษัท ไดเมท (สยาม) จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,SP AUDIT COMPANY LIMITED,บริษัท เอส พี ออดิท จำกัด,"1,800,000",,0,,"1,800,000",0,"274,000,000.00","147,000,000.00"
DITTO,บริษัท ดิทโต้ (ประเทศไทย) จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,SIAM TRUTH AUDIT COMPANY LIMITED,บริษัท สยาม ทรูธ สอบบัญชี จำกัด,"2,050,000.00","1,250,000.00","53,500.00","300,000.00","3,300,000.00","353,500.00","4,930,000,000.00","3,170,000,000.00"
DMT,บริษัท ทางยกระดับดอนเมือง จำกัด (มหาชน),SET,บริการ,ขนส่งและโลจิสติกส์,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"2,000,000.00","800,000.00",0,0,"2,800,000.00",0,"9,320,000,000.00","2,650,000,000.00"
DOD,บริษัท ดีโอดี ไบโอเทค จำกัด (มหาชน),mai,สินค้าอุปโภคบริโภค,-,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"3,168,000",,"30,000",,"3,168,000","30,000","1,150,000,000.00","609,000,000.00"
DOHOME,บริษัท ดูโฮม จำกัด (มหาชน),SET,บริการ,พาณิชย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"3,600,000",,"150,000",,"3,600,000","150,000","34,300,000,000.00","29,100,000,000.00"
DPAINT,บริษัท สีเดลต้า จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,"D I A INTERNATIONAL AUDIT CO.,LTD.",บริษัท สอบบัญชี ดี ไอ เอ อินเตอร์เนชันแนล จำกัด,"1,800,000",,"80,000",,"1,800,000","80,000","815,000,000.00","588,000,000.00"
DREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าดุสิตธานี,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"850,000.00",,,,"850,000.00",0,"7,850,000,000.00","543,000,000.00"
DRT,บริษัท ผลิตภัณฑ์ตราเพชร จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"1,030,346",,,,"1,030,346",,"3,940,000,000.00","4,530,000,000.00"
DTCENT,บริษัท ดี.ที.ซี. เอ็นเตอร์ไพรส์ จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,"DELOITTE TOUCHE TOHMATSU JAIYOS AUDIT CO., LTD.",บริษัท ดีลอยท์ ทู้ช โธมัทสุ ไชยยศ สอบบัญชี จำกัด,2950000,410000,180000,,3360000,180000,"1,820,000,000.00","696,000,000.00"
DTCI,บริษัท ดี.ที.ซี.อินดัสตรี่ส์ จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,OFFICE OF PITISEVI COMPANY LIMITED,ไม่ระบุในแหล่งข้อมูล,,,,,,,"438,000,000.00","119,000,000.00"
DUSIT,บริษัท ดุสิตธานี จำกัด (มหาชน),SET,บริการ,การท่องเที่ยวและสันทนาการ,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"2,242,000","10,957,700",,"7,629 ดอลลาร์สหรัฐ",11340000,"7,629 ดอลลาร์สหรัฐ","39,700,000,000.00","7,850,000,000.00"
DV8,บริษัท ดีวี8 จำกัด (มหาชน),mai,บริการ,-,"SAMNAK-NGAN A.M.C. CO., LTD.",บริษัท สำนักงาน เอ เอ็ม ซี จำกัด,"1,860,000.00",,,,"1,860,000.00",0,"1,040,000,000.00","148,000,000.00"
EA,บริษัท พลังงานบริสุทธิ์ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"3,327,600.00","9,670,185.00","16,290,000.00","600,000.00","12,997,785.00","16,890,000.00","90,600,000,000.00","13,100,000,000.00"
EASON,บริษัท อีซึ่น แอนด์ โค จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ยานยนต์,"DHARMNITI AUDITING CO., LTD.",บริษัท สอบบัญชีธรรมนิติ จำกัด,"1,050,000",,0,,"1,050,000",0,"1,140,000,000.00","716,000,000.00"
EAST,บริษัท ตะวันออกพาณิชย์ลีสซิ่ง จำกัด (มหาชน),SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,"D I A INTERNATIONAL AUDIT CO.,LTD.",N/A,,,,,,,"6,150,000,000.00","716,000,000.00"
EASTW,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,PRICEWATERHOUSE COOPERS ABAS LIMITED,N/A,,,,,,,"27,800,000,000.00","3,550,000,000.00"
ECF,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),mai,สินค้าอุปโภคบริโภค,-,"M.R. & ASSOCIATES CO., LTD.",บริษัท เอ็ม อาร์ แอนด์ แอสโซซิเอท จำกัด,"3,170,000.00",,0,,"3,170,000.00",0,"3,880,000,000.00","1,350,000,000.00"
EFORL,บริษัท อี ฟอร์ แอล เอม จำกัด (มหาชน),mai,สินค้าอุปโภคบริโภค,-,BDO AUDIT COMPANY LIMITED,บริษัท บีดีโอ ออดิท จำกัด,"2,100,000.00","550,000.00","76,749.70","39,850.00","2,650,000.00","116,599.70","1,250,000,000.00","1,310,000,000.00"
EGATIF,กองทุนรวมโครงสร้างพื้นฐาน โรงไฟฟ้าพระนครเหนือ ชุดที่ 1 การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,,บริษัท สำนักงาน อีวาย จำกัด,"1,100,805.00",,0,,"1,100,805.00",0,,
EGCO,บริษัท ผลิตไฟฟ้า จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"4,311,000",,,,,,"222,000,000,000.00","32,100,000,000.00"
EKH,บริษัท เอกชัยการแพทย์ จำกัด (มหาชน),SET,บริการ,การแพทย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"1,760,000","550,000","20,000","50,000","2,310,000","70,000","2,940,000,000.00","1,240,000,000.00"
EMC,บริษัท อีเอ็มซี จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,"D I A INTERNATIONAL AUDIT CO.,LTD.",บริษัท สอบบัญชี ดี ไอ เอ อินเตอร์เนชั่นแนล จำกัด,"2,640,000",,0,,"2,640,000",0,"1,460,000,000.00","734,000,000.00"
EMPIRE,บริษัท ออริจิ้น โกลบอล เอมไพร์ จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"2,190,000",,"386,025",,"2,190,000","386,025","422,000,000.00","711,000,000.00"
EP,บริษัท อีสเทอร์น พาวเวอร์ กรุ๊ป จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,OFFICE OF PITISEVI COMPANY LIMITED,บริษัท สำนักงานปติเสวี จำกัด,"1,760,000","2,840,000",,,"4,600,000","60,000","8,100,000,000.00","862,000,000.00"
EPG,บริษัท อีสเทิร์นโพลีเมอร์ กรุ๊ป จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,3590000,,380000,,,,"19,900,000,000.00","13,900,000,000.00"
ERW,บริษัท ดิ เอราวัณ กรุ๊ป จำกัด (มหาชน),SET,บริการ,การท่องเที่ยวและสันทนาการ,KPMG PHOOMCHAI AUDIT LIMITED,N/A,,,,,,,"26,500,000,000.00","7,910,000,000.00"
